LAIL81,EVI,NDVI,DVI,SAVI,bio2
2.464370012,-0.114262,0.193305999,1,0.289952993,11
2.851360083,-0.166866004,0.257313013,1,0.385960996,12
2.651659966,-0.150369003,0.234309003,1,0.351457,19
3.173779964,-0.262894988,0.345459014,2,0.518177986,17
3.687360048,-0.213040993,0.29896,1,0.448430985,15
0.0213711,-0.081707902,0.147083998,1,0.220621005,11
3.819920063,-0.219405994,0.283847004,1,0.425763011,7
3.128730059,-0.230691001,0.291428,1,0.437133998,10
3.392149925,-0.270213991,0.268806994,1,0.403203994,11
3.042649984,-0.272192001,0.277144015,1,0.415708989,9
3.115210056,-0.259373993,0.262006998,1,0.393004,9
3.275429964,-0.239059001,0.314116001,1,0.471166015,9
3.504640102,-0.211923003,0.280072004,1,0.42009899,12
2.883140087,-0.144034997,0.236662,1,0.354984999,11
2.483370066,-0.130114004,0.219482005,1,0.32921499,20
4.047890186,-0.193177,0.283924997,1,0.425879002,15
2.905989885,-0.231369004,0.319860011,1,0.479781002,13
0.817187011,-0.095272899,0.176721007,1,0.265074998,13
3.099060059,-0.149596006,0.246873006,1,0.370301008,10
3.442850113,-0.253733993,0.258435994,1,0.387647003,11
2.718760014,-0.236015007,0.253033996,1,0.379543006,10
4.142960072,-0.139302999,0.192594007,1,0.288884997,10
1.959890008,-0.162003994,0.238576993,1,0.357856989,17
5.186979771,-0.341302007,0.412916005,2,0.61936301,11
2.181790113,-0.102852002,0.192276999,1,0.288408011,11
3.165090084,-0.155789003,0.239972994,1,0.359952003,13
2.732980013,-0.132128,0.213266999,1,0.319893003,12
2.938990116,-0.144560993,0.229571998,1,0.34435001,19
2.891530037,-0.248912007,0.321657985,1,0.482477993,10
2.514349937,-0.130814999,0.218355,1,0.327526003,12
2.540810108,-0.102890998,0.188249007,1,0.282366991,14
1.874930024,-0.115759,0.188842997,1,0.283257991,12
3.696650028,-0.185611993,0.286170989,1,0.429248005,12
3.286530018,-0.31023699,0.305444986,1,0.458160013,13
2.673130035,-0.104395002,0.183571994,1,0.275350988,14
3.851340055,-0.358502001,0.424470007,2,0.636693001,22
0.477921009,-0.124690004,0.133693993,1,0.200536996,9
1.406229973,-0.235600993,0.186010003,1,0.279009998,10
3.436889887,-0.253226012,0.347065002,2,0.520587981,11
2.358129978,-0.118317001,0.205785006,1,0.308670014,10
2.282360077,-0.121811002,0.208299994,1,0.312442005,14
2.83920002,-0.138661996,0.219464004,1,0.329187989,12
3.659169912,-0.173273996,0.259083986,1,0.388617992,15
4.077569962,-0.195331007,0.272873014,1,0.409301996,10
1.844670057,-0.106349997,0.194729999,1,0.292088002,13
3.140710115,-0.090252303,0.181125,1,0.271679997,15
4.924230099,-0.287817001,0.359517008,2,0.53926599,13
4.201369762,-0.270108998,0.364721,2,0.547070026,15
3.969369888,-0.315786004,0.376401007,2,0.564590991,16
2.412640095,-0.111451998,0.197549,1,0.296317011,18
4.200049877,-0.239811003,0.33387199,2,0.500797987,14
3.647660017,-0.177943006,0.280277997,1,0.42040801,17
1.837579966,-0.197693005,0.225215003,1,0.337816,14
1.468799949,-0.158651993,0.176027,1,0.264036,14
1.896530032,-0.251735985,0.189315006,1,0.283966988,11
2.390429974,-0.211922005,0.301744014,1,0.452607006,15
3.5448699,-0.201507002,0.266629994,1,0.399937987,10
2.566109896,-0.127123997,0.216235995,1,0.324346006,8
2.955379963,-0.146334007,0.236064002,1,0.354088008,12
3.49887991,-0.178525999,0.265165001,1,0.397738993,11
3.43565011,-0.197907001,0.279632002,1,0.419438988,11
2.80170989,-0.161422998,0.250256985,1,0.375378013,12
1.797070026,-0.111438997,0.203832999,1,0.305741996,12
3.166870117,-0.140302002,0.237895995,1,0.356835991,16
3.172219992,-0.148332998,0.230903998,1,0.346347988,11
3.270580053,-0.299468994,0.342691988,2,0.514028013,14
2.191859961,-0.103276998,0.175175995,1,0.262757987,15
3.481849909,-0.148932993,0.235258996,1,0.352880001,14
5.542200089,-0.345571011,0.432806998,2,0.649199009,13
3.503149986,-0.290607989,0.334834009,2,0.502241015,15
1.827849984,-0.221791998,0.259743005,1,0.389607012,11
1.23210001,-0.149112999,0.182484999,1,0.273721993,13
3.784130096,-0.265740007,0.323269993,1,0.484896004,14
1.847460032,-0.198791996,0.201815993,1,0.302718997,10
3.555360079,-0.32682699,0.303350002,1,0.455015987,12
2.698709965,-0.281172007,0.266299993,1,0.399443001,13
3.334480047,-0.183357999,0.270150006,1,0.405216992,11
2.849260092,-0.149578005,0.234916002,1,0.352366,8
2.89741993,-0.143187001,0.230394006,1,0.345582992,10
4.096570015,-0.264402986,0.339718014,2,0.509567022,11
3.474179983,-0.244286001,0.319976985,1,0.479956001,12
1.325700045,-0.222600996,0.29183799,1,0.437747985,16
0.704330981,-0.102736004,0.179679006,1,0.269511998,13
3.070100069,-0.201109007,0.289407015,1,0.434101999,15
3.545069933,-0.269093007,0.342473,2,0.513700008,11
3.612489939,-0.184600994,0.276322991,1,0.414476007,14
3.461899996,-0.119295001,0.207870007,1,0.311798006,14
3.36736989,-0.178384006,0.274174988,1,0.411253989,11
4.002530098,-0.376482993,0.42030701,2,0.630448997,11
3.125829935,-0.278059006,0.325230986,1,0.487838,13
2.994309902,-0.243374005,0.340202987,2,0.51029402,16
3.154269934,-0.257479995,0.301939994,1,0.452901006,10
2.962419987,-0.230476007,0.301548988,1,0.452313989,11
2.740329981,-0.186801001,0.221916005,1,0.332866997,12
2.339600086,-0.195240006,0.204630002,1,0.306939006,8
1.255239964,-0.212565005,0.179398,1,0.269091994,10
4.293280125,-0.341901988,0.39932999,2,0.598984003,17
3.461930037,-0.291036993,0.336183012,2,0.504263997,12
4.734920025,-0.254435986,0.344579995,2,0.516858995,10
3.557919979,-0.191735998,0.256283998,1,0.384418994,12
3.341059923,-0.178813994,0.261200011,1,0.391791999,9
3.884660006,-0.248381004,0.322317004,1,0.483465999,11
4.37018013,-0.291063011,0.342761993,2,0.51413399,11
3.829960108,-0.265293002,0.328814,1,0.493212014,18
1.786129951,-0.274980992,0.325751007,1,0.488617986,16
3.926490068,-0.254673988,0.317815006,1,0.476713985,14
3.64715004,-0.199487001,0.285373986,1,0.428052008,12
3.459340096,-0.147983,0.256092995,1,0.384130001,13
4.145530224,-0.187171996,0.297087997,1,0.44562301,15
3.100419998,-0.189788997,0.268063009,1,0.40208599,11
2.954979897,-0.180545002,0.270601004,1,0.405892998,9
4.487539768,-0.260251999,0.311298013,1,0.466939002,9
3.203079939,-0.167875007,0.211138994,1,0.316700995,8
4.492259979,-0.350122005,0.423664987,2,0.635484993,11
2.164789915,-0.170711994,0.200648993,1,0.300967991,12
1.300109982,-0.140623003,0.180563003,1,0.270839006,14
1.452360034,-0.184780002,0.161219001,1,0.241824001,11
2.925149918,-0.241258994,0.235016003,1,0.352517992,9
1.865569949,-0.246929005,0.210290998,1,0.315430999,10
1.961820006,-0.224939004,0.205421999,1,0.308126986,14
3.034670115,-0.266131997,0.300680012,1,0.451011002,11
2.9454,-0.191033006,0.255326986,1,0.382982999,15
2.693599939,-0.103826001,0.160707995,1,0.241056994,10
3.711400032,-0.220390007,0.290048987,1,0.435066015,9
3.75338006,-0.191945001,0.272365004,1,0.40854001,11
3.965189934,-0.242125005,0.311394989,1,0.467083007,10
1.666039944,-0.324189991,0.385374993,2,0.578052998,17
2.438119888,-0.307702988,0.333023012,1,0.499525011,17
3.905410051,-0.292881995,0.322445989,1,0.483660996,14
3.789629936,-0.143225998,0.236398995,1,0.354589999,12
3.108129978,-0.210746005,0.27947101,1,0.419198006,9
4.151100159,-0.170447007,0.25940901,1,0.389104992,11
3.098449945,-0.157686993,0.250476003,1,0.375705004,10
3.468290091,-0.188455999,0.205828995,1,0.308737993,11
3.935659885,-0.289932013,0.30132401,1,0.451977998,11
3.084810019,-0.267802,0.260706007,1,0.391052008,10
3.155179977,-0.247125998,0.327297986,1,0.490936995,10
5.01184988,-0.383374006,0.439440995,2,0.659148991,14
3.662669897,-0.266575992,0.372280985,2,0.558411002,11
2.737730026,-0.207441002,0.254337013,1,0.381498009,11
3.080770016,-0.236163005,0.301784992,1,0.452668995,18
2.697030067,-0.169511005,0.162961006,1,0.244436994,11
3.742110014,-0.309129,0.35225001,2,0.528365016,9
3.370919943,-0.276329011,0.296326011,1,0.444480985,10
3.350490093,-0.29539901,0.325268,1,0.487892985,10
2.205080032,-0.235809997,0.223832995,1,0.33574301,9
4.167329788,-0.253185004,0.365797013,2,0.548684001,16
3.139610052,-0.230175003,0.341854006,2,0.512769997,25
3.516940117,-0.172163993,0.257250994,1,0.385868996,10
4.145209789,-0.223874003,0.296128005,1,0.444184005,11
4.234960079,-0.215187997,0.301400006,1,0.452091992,11
4.221580029,-0.217629999,0.282043993,1,0.42305699,10
4.701499939,-0.295682013,0.346787006,2,0.520170987,14
4.100679874,-0.254507005,0.316599995,1,0.474891007,17
4.11055994,-0.27285099,0.312177002,1,0.468257993,14
4.322649956,-0.253008008,0.346100986,2,0.519141018,9
3.251149893,-0.106193997,0.188930005,1,0.283389002,6
2.953680038,-0.109422997,0.194104001,1,0.29114899,9
4.104469776,-0.128199995,0.207868993,1,0.31179601,11
3.053740025,-0.246378005,0.285829991,1,0.428737015,16
4.261459827,-0.328839004,0.342245996,2,0.51335901,16
3.652029991,-0.280108005,0.26364699,1,0.39546299,12
3.507169962,-0.262611002,0.231643006,1,0.347458005,13
4.920800209,-0.268642992,0.375990987,2,0.563974977,7
4.60999012,-0.328992009,0.395534992,2,0.593291998,13
1.182479978,-0.099684298,0.117043003,1,0.175559998,12
2.627389908,-0.26433599,0.328918993,1,0.493369013,11
3.181979895,-0.255998999,0.33919099,2,0.508777022,11
2.366219997,-0.173492998,0.218675002,1,0.328005999,11
2.558310032,-0.221113995,0.274174988,1,0.411253989,10
3.299499989,-0.209216997,0.231102005,1,0.346644998,12
2.323489904,-0.246173993,0.282252014,1,0.423370004,9
2.295289993,-0.288760006,0.236091003,1,0.35413,9
1.114140034,-0.174180001,0.160896003,1,0.241338998,7
3.937299967,-0.248564005,0.352432013,2,0.528638005,14
3.480700016,-0.220581993,0.33236599,1,0.498539001,18
4.043340206,-0.360900015,0.388606012,2,0.582898021,14
3.215159893,-0.242911994,0.306692004,1,0.460029006,21
3.177670002,-0.148095995,0.237189993,1,0.355776995,9
3.221610069,-0.135982007,0.225266993,1,0.337893009,11
4.45950985,-0.231785998,0.295601994,1,0.443394005,10
4.705729961,-0.254806995,0.331057996,1,0.496578008,9
4.843639851,-0.268923998,0.334930003,2,0.50238502,12
3.456530094,-0.136733994,0.224797994,1,0.337190002,17
3.173429966,-0.143193007,0.229907006,1,0.344852,14
4.095769882,-0.301250994,0.349164009,2,0.523736,8
4.019219875,-0.106623001,0.194564998,1,0.291841,7
3.305649996,-0.156491995,0.218066007,1,0.327091992,10
3.672110081,-0.234154001,0.307339013,1,0.460999012,16
3.004679918,-0.225968003,0.251286,1,0.376922011,14
3.853739977,-0.272282004,0.31663999,1,0.474950999,15
2.686450005,-0.243172005,0.297221005,1,0.445823014,14
3.261729956,-0.239749998,0.194635004,1,0.291947991,12
2.393239975,-0.179931,0.239839002,1,0.359750986,8
3.804359913,-0.307089001,0.362320989,2,0.543470979,11
3.704139948,-0.304531991,0.305395007,1,0.458083987,9
3.749530077,-0.34947899,0.389081001,2,0.583611012,9
3.36593008,-0.268756002,0.339040011,2,0.508551002,9
3.276770115,-0.267331004,0.294357985,1,0.441529006,10
4.023180008,-0.371412009,0.418956012,2,0.628422976,10
1.868160009,-0.253026992,0.263756007,1,0.395626992,13
2.265789986,-0.201146007,0.241115004,1,0.361665994,11
2.690700054,-0.171464995,0.223059997,1,0.334583014,10
3.012459993,-0.190401003,0.240410998,1,0.360608995,11
3.828809977,-0.284741014,0.298619002,1,0.447921008,9
4.066969872,-0.267192006,0.342601001,2,0.513891995,11
3.556109905,-0.217028007,0.292194009,1,0.438281,12
1.634209991,-0.250369996,0.198599994,1,0.297895014,10
1.073310018,-0.240831003,0.155110002,1,0.232660994,10
2.066859961,-0.264685988,0.188111007,1,0.282162011,6
2.77215004,-0.223908007,0.262347996,1,0.393514991,10
3.859380007,-0.25466001,0.343793988,2,0.515681028,11
4.542049885,-0.276354015,0.381716013,2,0.572562993,14
2.999310017,-0.236820996,0.293740988,1,0.440602988,26
4.818689823,-0.304019004,0.379061997,2,0.568581998,18
3.784810066,-0.208581999,0.284060001,1,0.426081002,12
3.401659966,-0.163076997,0.242847994,1,0.364264995,10
3.176779985,-0.142373994,0.231922999,1,0.347876996,9
3.906709909,-0.184404999,0.251107991,1,0.376655012,9
4.763989925,-0.281100988,0.352827013,2,0.529231012,9
3.647730112,-0.302013993,0.374962986,2,0.562434018,11
3.144520044,-0.108452998,0.194115996,1,0.291166991,15
3.345220089,-0.131497994,0.221799001,1,0.332690001,14
4.446969986,-0.304307997,0.352542996,2,0.528805017,11
4.607880116,-0.188142002,0.268855989,1,0.403275996,9
3.870310068,-0.278889,0.350396007,2,0.525583982,12
3.643529892,-0.285140991,0.291067004,1,0.436592013,13
3.525969982,-0.267470986,0.306082994,1,0.459114999,15
2.627739906,-0.279872,0.248520002,1,0.372774005,14
3.516680002,-0.293467999,0.292701006,1,0.439043999,16
4.31840992,-0.263861001,0.269719988,1,0.404572994,9
4.799709797,-0.273279011,0.346076012,2,0.519105017,10
3.297950029,-0.279008001,0.337985992,2,0.506968975,12
4.17854023,-0.256797999,0.360336989,2,0.540494025,11
3.166369915,-0.326994002,0.291895002,1,0.437835008,10
2.560090065,-0.286872,0.238126993,1,0.357183993,8
2.137739897,-0.230005994,0.217327997,1,0.325987011,8
2.005700111,-0.277709007,0.213547006,1,0.320315987,10
1.096680045,-0.277480006,0.229755998,1,0.344628006,11
4.071609974,-0.315982014,0.349460006,2,0.524179995,12
3.526799917,-0.195697993,0.226852,1,0.340270996,10
3.470930099,-0.210170001,0.266225994,1,0.399331003,10
2.945640087,-0.221450999,0.251922011,1,0.377875,10
3.388499975,-0.227666005,0.317005008,1,0.475497991,8
4.107339859,-0.278365999,0.347828001,2,0.521731973,11
3.501760006,-0.186686993,0.220067993,1,0.330094993,9
3.168889999,-0.247073993,0.253488988,1,0.380225986,10
1.435189962,-0.212945998,0.196356997,1,0.294530988,7
3.04189992,-0.253776997,0.227384001,1,0.341069996,6
1.388550043,-0.222739995,0.199424997,1,0.299131989,8
3.959429979,-0.270628005,0.358408988,2,0.537603021,9
3.46062994,-0.206698,0.309157997,1,0.463726997,12
3.775919914,-0.262430012,0.350894004,2,0.526329994,14
3.995069981,-0.282424986,0.390742987,2,0.586103022,15
3.744640112,-0.171210006,0.252092004,1,0.378129989,11
3.847079992,-0.171352997,0.259077996,1,0.388608992,11
4.076950073,-0.196265996,0.272749007,1,0.409114987,10
4.674039841,-0.224692002,0.302742004,1,0.454104006,9
5.148409843,-0.236230999,0.317505002,1,0.476247996,9
4.007390022,-0.194441006,0.276394993,1,0.414584011,14
3.884759903,-0.156142995,0.253699988,1,0.38054201,13
4.713359833,-0.24007,0.323743999,1,0.485606998,10
2.987260103,-0.118983001,0.151222005,1,0.226829007,10
3.19701004,-0.298249006,0.32140699,1,0.482102007,12
3.55776,-0.257001013,0.280528992,1,0.42078501,13
3.320660114,-0.252570987,0.310106009,1,0.465151012,16
3.903340101,-0.269044995,0.298426002,1,0.447631001,14
3.221090078,-0.224294007,0.232817993,1,0.349220008,14
4.13684988,-0.331889987,0.291141003,1,0.43670401,11
2.351249933,-0.169606,0.154357001,1,0.231531993,9
3.324300051,-0.174873993,0.186853006,1,0.280274987,10
2.58010006,-0.087616898,0.160082996,1,0.240118995,10
4.654910088,-0.262883991,0.351182014,2,0.526763022,10
3.440310001,-0.286707014,0.302482992,1,0.453716993,10
3.529809952,-0.299701989,0.313944995,1,0.470910013,11
3.029309988,-0.246190995,0.258955985,1,0.388426989,11
1.464980006,-0.307832003,0.193608999,1,0.290408999,11
3.797470093,-0.276719987,0.278443992,1,0.417659014,11
3.4052701,-0.25958401,0.27787599,1,0.416806996,14
3.432110071,-0.235805005,0.264528006,1,0.396784008,11
2.042880058,-0.295269996,0.329156011,1,0.493723989,10
2.641669989,-0.191089004,0.245822996,1,0.368728012,7
2.513370037,-0.203284994,0.224581003,1,0.336865008,6
2.980050087,-0.239547998,0.247075006,1,0.370606005,9
2.95720005,-0.220225006,0.261581987,1,0.392365009,10
2.462110043,-0.221349001,0.230752006,1,0.346121997,8
2.557179928,-0.244982004,0.243852004,1,0.365770996,7
2.453130007,-0.275045007,0.245224997,1,0.367830008,7
1.19975996,-0.210345998,0.191883996,1,0.287820995,8
2.52215004,-0.218444005,0.235534996,1,0.353294998,7
2.94746995,-0.206349999,0.259826005,1,0.389732003,11
3.384929895,-0.251430005,0.331710994,1,0.497556001,13
3.426529884,-0.246362999,0.346219003,2,0.519317985,13
3.614470005,-0.242898002,0.352519006,2,0.528768003,15
3.662689924,-0.155964002,0.242700994,1,0.364044011,11
4.300320148,-0.231131002,0.297114015,1,0.445663005,12
4.267320156,-0.211229995,0.284794986,1,0.427183986,11
5.171730042,-0.277848989,0.360468,2,0.540691018,10
4.667600155,-0.262035996,0.327194005,1,0.490781009,14
3.738240004,-0.173625007,0.262192994,1,0.393281013,9
3.621229887,-0.235712007,0.329272002,1,0.493898004,8
3.634150028,-0.197001994,0.216781005,1,0.325165004,10
3.610800028,-0.275902003,0.280972004,1,0.421451002,11
1.96254003,-0.277346998,0.235639006,1,0.353451997,12
2.049770117,-0.208215997,0.232318997,1,0.348470986,14
3.45588994,-0.253565013,0.241685003,1,0.362520009,16
4.417079926,-0.208741993,0.251509994,1,0.377258003,19
5.637720108,-0.386263013,0.397893012,2,0.596828997,12
3.663480043,-0.312014997,0.332650989,1,0.498966992,9
2.668279886,-0.149784997,0.168920994,1,0.253376991,10
3.780440092,-0.210848004,0.266660988,1,0.399984002,11
3.859719992,-0.212084994,0.298896998,1,0.448336005,11
3.83874011,-0.257337987,0.358639002,2,0.537948012,9
2.798449993,-0.236750007,0.238741994,1,0.358105987,9
3.880320072,-0.242841005,0.332711011,1,0.499056995,10
4.689960003,-0.308921009,0.353419989,2,0.530120015,10
3.46901989,-0.263599992,0.285854995,1,0.428775012,11
4.762040138,-0.321271002,0.384562999,2,0.57683301,11
3.862410069,-0.362890989,0.381752014,2,0.572616994,11
3.100229979,-0.291678011,0.220996007,1,0.331488997,11
3.770689964,-0.166264996,0.202368006,1,0.303546011,13
1.55388999,-0.153469995,0.163764,1,0.245640993,8
1.574090004,-0.215253994,0.216213003,1,0.324313998,7
2.381609917,-0.226448998,0.262336999,1,0.393498987,7
4.39549017,-0.328673005,0.365372986,2,0.548048973,16
3.633840084,-0.257735014,0.308402985,1,0.462594986,9
2.520179987,-0.182450995,0.204545006,1,0.306811988,8
1.496749997,-0.210005,0.188215002,1,0.282317996,8
2.978919983,-0.215843007,0.227071002,1,0.340600997,7
3.135129929,-0.259220988,0.274453014,1,0.411671013,7
3.010499954,-0.241215006,0.280122995,1,0.420177013,7
2.829639912,-0.229273006,0.245964006,1,0.368939012,9
3.347229958,-0.307949007,0.327859998,1,0.491780996,11
4.082670212,-0.271218002,0.370817006,2,0.556214988,12
3.561009884,-0.233284995,0.35283801,2,0.529245019,16
3.237430096,-0.223639995,0.301138014,1,0.451696992,16
4.047339916,-0.206909999,0.277164996,1,0.415740013,10
4.735010147,-0.249804005,0.339946985,2,0.509909987,12
5.464950085,-0.275833994,0.356617004,2,0.53491497,12
5.045790195,-0.273865998,0.343107015,2,0.514651,11
4.213190079,-0.164958999,0.269737989,1,0.404599011,9
3.651329994,-0.206906006,0.274432987,1,0.411641002,9
2.926009893,-0.241588995,0.260372013,1,0.390551001,11
2.521049976,-0.231205001,0.245835006,1,0.368744999,11
2.758209944,-0.192767993,0.207723007,1,0.311578006,12
3.330630064,-0.239669994,0.301099002,1,0.451638997,11
2.38000989,-0.248404995,0.303631008,1,0.455437005,12
3.335380077,-0.367992014,0.27195701,1,0.407929003,17
3.582010031,-0.268218994,0.274246991,1,0.411363006,11
2.45968008,-0.270265996,0.206836998,1,0.310250014,9
4.038340092,-0.272931993,0.321433991,1,0.482142001,10
2.462749958,-0.146126002,0.152415007,1,0.228617996,11
1.563359976,-0.195685998,0.244763002,1,0.367137015,13
2.418270111,-0.249274001,0.262804002,1,0.394199014,11
3.814160109,-0.260329992,0.337577999,2,0.506357014,10
2.968359947,-0.327035993,0.35956201,2,0.539332986,9
3.489890099,-0.257791996,0.289777994,1,0.434659004,9
4.94107008,-0.303580999,0.400797993,2,0.601185977,10
4.051650047,-0.299428999,0.358664989,2,0.537986994,9
3.361310005,-0.267778009,0.32782799,1,0.491733015,9
3.061249971,-0.251679003,0.253621012,1,0.380425006,8
3.16741991,-0.215376005,0.224657997,1,0.336980999,12
2.521239996,-0.217525005,0.207854003,1,0.311776012,9
2.18295002,-0.227768004,0.217206001,1,0.325803012,7
3.087769985,-0.221834004,0.254126996,1,0.381182998,12
2.718899965,-0.233685002,0.318331003,1,0.477486998,8
3.071180105,-0.270675987,0.278705001,1,0.418049991,7
2.094779968,-0.202315003,0.211005002,1,0.316500992,8
3.535480022,-0.256112009,0.292351007,1,0.438517988,9
2.343549967,-0.197972998,0.217823997,1,0.326729,9
2.367239952,-0.260726988,0.245640993,1,0.368454993,10
2.109869957,-0.242489994,0.242175996,1,0.363256991,9
2.970419884,-0.180419996,0.193209007,1,0.289808005,8
2.915210009,-0.223556995,0.304289997,1,0.456425995,8
3.829149961,-0.25008899,0.358873993,2,0.538299978,11
3.437760115,-0.236811996,0.336961001,2,0.505429983,16
3.290280104,-0.234393001,0.346601009,2,0.51989001,13
3.169120073,-0.284606993,0.346998006,2,0.520485997,16
4.855430126,-0.333680004,0.400022,2,0.600022018,9
3.477099895,-0.160446003,0.245949998,1,0.368918002,11
4.719540119,-0.248702005,0.328561008,1,0.492832989,12
4.95814991,-0.234972,0.313840985,1,0.470752001,9
4.49627018,-0.173952997,0.264357001,1,0.396528006,7
4.258470058,-0.288773,0.351828009,2,0.527732015,11
4.550519943,-0.253134012,0.298442006,1,0.447654992,14
3.864219904,-0.254283011,0.306928992,1,0.460384995,11
4.122469902,-0.264939994,0.331236005,1,0.496845007,12
5.318830013,-0.275361001,0.358624011,2,0.537925005,11
2.088439941,-0.172940999,0.191034004,1,0.286543995,10
3.557830095,-0.300541013,0.285331011,1,0.427987993,12
4.812950134,-0.312460989,0.306383014,1,0.45956701,12
2.311059952,-0.256769001,0.207623005,1,0.31142801,10
1.783879995,-0.148415998,0.144144997,1,0.216214001,12
4.296450138,-0.247342005,0.320023,1,0.48002401,11
2.528249979,-0.227491006,0.236040995,1,0.354054987,10
4.303740025,-0.33752799,0.38468501,2,0.577017009,16
4.654119968,-0.288583994,0.361501008,2,0.542241991,9
3.086019993,-0.171125993,0.252193004,1,0.378282011,10
4.698329926,-0.347443014,0.418047011,2,0.627058029,8
3.378340006,-0.30084601,0.31972301,1,0.479575992,9
2.914609909,-0.272343993,0.287229002,1,0.430835009,8
4.268320084,-0.244832993,0.300188988,1,0.450275004,10
2.131469965,-0.253096998,0.205464005,1,0.308191001,9
2.105439901,-0.251863003,0.200800002,1,0.301194996,8
3.23052001,-0.267998993,0.283116996,1,0.424667001,9
2.322319984,-0.226609007,0.257259995,1,0.385883003,7
1.995769978,-0.197871998,0.177366003,1,0.266043991,11
4.708479881,-0.296306998,0.381850004,2,0.572763979,9
3.666019917,-0.205035001,0.249127999,1,0.373683989,10
3.060070038,-0.287824005,0.296498001,1,0.444739997,10
2.618700027,-0.200503007,0.199185997,1,0.298772991,8
1.611449957,-0.211131006,0.181217998,1,0.271822006,8
3.232919931,-0.265953988,0.314817011,1,0.47221601,8
2.453769922,-0.240738004,0.258130997,1,0.387189001,7
1.882410049,-0.159069002,0.189324006,1,0.283980012,8
2.348560095,-0.183179006,0.217575997,1,0.326357991,10
3.591099977,-0.220502004,0.295204014,1,0.442795992,10
4.084619999,-0.263065994,0.376266986,2,0.56438899,16
3.65199995,-0.266961008,0.353002012,2,0.529492974,10
3.511919975,-0.276430011,0.358776003,2,0.538154006,13
4.900370121,-0.263307989,0.352167994,2,0.528240979,7
4.276140213,-0.265145987,0.347112,2,0.520658016,8
3.44408989,-0.273510009,0.272983998,1,0.409469008,11
4.419439793,-0.203118995,0.28024599,1,0.420359999,12
2.102649927,-0.200910002,0.234130993,1,0.351188987,10
3.766930103,-0.231083006,0.279722989,1,0.419575006,11
3.472650051,-0.239428997,0.290098995,1,0.435139,12
4.463210106,-0.276345015,0.363445997,2,0.545158982,11
4.18434,-0.302919,0.313767999,1,0.470643014,12
3.626689911,-0.305489004,0.317503989,1,0.476247013,10
2.204339981,-0.316002011,0.244466007,1,0.36669299,9
1.979179978,-0.182322994,0.200525001,1,0.300781995,12
2.160599947,-0.213258997,0.216829002,1,0.325237006,10
2.750960112,-0.259469986,0.254303008,1,0.381446987,11
2.554630041,-0.252391994,0.226458997,1,0.339682013,12
3.363689899,-0.212059006,0.217371002,1,0.326049,9
2.426249981,-0.193238005,0.198097005,1,0.297140002,8
2.826390028,-0.257634014,0.267738998,1,0.401600003,9
3.446480036,-0.298022985,0.307366997,1,0.461041987,10
2.43562007,-0.200801998,0.206057996,1,0.309080005,11
4.500579834,-0.347811997,0.376901001,2,0.565340996,10
3.147300005,-0.245379001,0.308319986,1,0.462471008,11
3.735599995,-0.225852996,0.279579997,1,0.419360995,12
